cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade
10364199000190;0~@~1;3832700~@~4687703;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS METALICOS~@~RECUPERACAO DE MATERIAIS PLASTICOS
08534442000120;0;0210101;CULTIVO DE EUCALIPTO
69285583000140;0~@~1~@~2;1741902~@~5819100~@~5829800;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS~@~EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS~@~FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO
66794546000170;0;4713001;LOJAS DE DEPARTAMENTOS OU MAGAZINES
11076541000110;0;5590601;ALBERGUES, EXCETO ASSISTENCIAIS
12520230000160;0~@~1;4755502~@~4789008;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM
04065607000100;0;8112500;CONDOMINIOS PREDIAIS
03935127000190;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
03352224000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
12232681000100;0~@~1~@~2~@~3;5611201~@~5611202~@~5611203~@~9329801;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES
11132173000180;0~@~1;0133405~@~0151202;CRIACAO DE BOVINOS PARA LEITE~@~CULTIVO DE COCODABAIA
03196836000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
06922220000310;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
15277548000150;0~@~1~@~2~@~3~@~4;1622699~@~1623400~@~1629301~@~3101200~@~4744002;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS~@~FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA~@~FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS~@~FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA~@~FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
12361696000160;0~@~1;4781400~@~4782201;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS
06950739000140;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
15288573000130;0;4299599;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE
06034761000140;0;3600602;DISTRIBUICAO DE AGUA POR CAMINHOES
13578113000110;0~@~1;4781400~@~9602501;CABELEIREIROS, MANICURE E PEDICURE~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
08834259000140;0~@~1;9430800~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS
07882995000100;0;4634603;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR
09006188000150;0;5229002;SERVICOS DE REBOQUE DE VEICULOS
11745299000120;0~@~1;4330404~@~4741500;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
08003404000140;0;9329801;DISCOTECAS, DANCETERIAS, SALOES DE DANCA E SIMILARES
07943692000150;0;6311900;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
09281151000130;0~@~1;4729699~@~5611203;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
07626940000130;0~@~1;1531902~@~1533500;ACABAMENTO DE CALCADOS DE COURO SOB CONTRATO~@~FABRICACAO DE CALCADOS DE MATERIAL SINTETICO
09289998000160;0;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
08072625000170;0~@~1~@~2~@~3~@~4;4520001~@~4520002~@~4520005~@~4520007~@~4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
07954342000190;0;5320202;SERVICOS DE ENTREGA RAPIDA
14360943000130;0;4399103;OBRAS DE ALVENARIA
05142730000140;0;0161003;SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA
05428333000130;0;4751200;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
76267525000400;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
15769849000100;0~@~1~@~2;4751200~@~6190699~@~9511800;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
32891889000130;0;5611201;RESTAURANTES E SIMILARES
11540136000100;0~@~1;4723700~@~5620104;COMERCIO VAREJISTA DE BEBIDAS~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
13217167000150;0~@~1~@~2~@~3;4530701~@~4669999~@~4672900~@~4689399;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO ATACADISTA DE OUTRAS MAQUINAS E EQUIPAMENTOS NAO ESPECIFICADOS ANTERIORMENTE, PARTES E PECAS~@~COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS INTERMEDIARIOS NAO ESPECIFICADOS ANTERIORMENTE~@~COMERCIO POR ATACADO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
68015544000160;0;8112500;CONDOMINIOS PREDIAIS
76175157000110;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
13248003000190;0~@~1~@~2;1412601~@~1412602~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
55495907000160;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
08600775000100;0~@~1;0151201~@~0151202;CRIACAO DE BOVINOS PARA CORTE~@~CRIACAO DE BOVINOS PARA LEITE
01319254000130;0~@~1;4929902~@~4929904;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
15617530000150;0;1412602;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS
08309785000190;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
05551576000160;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
91876961000110;0~@~1~@~2~@~3~@~4;1610201~@~1622602~@~4930201~@~4930202~@~4930204;FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS~@~SERRARIAS COM DESDOBRAMENTO DE MADEIRA~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL~@~TRANSPORTE RODOVIARIO DE MUDANCAS
17015612000150;0~@~1~@~2;4781400~@~7723300~@~9529199;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
02529095000160;0~@~1~@~2;4753900~@~4754701~@~4930202;COMERCIO VAREJISTA DE MOVEIS~@~COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
11194413000170;0;1813001;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO
15135181000130;0~@~1~@~2;4399103~@~4712100~@~4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~OBRAS DE ALVENARIA
01623480000100;0;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
13931119000120;0~@~1~@~2~@~3~@~4;5811500~@~5812301~@~5813100~@~5912099~@~7319002;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE~@~EDICAO DE JORNAIS DIARIOS~@~EDICAO DE LIVROS~@~EDICAO DE REVISTAS~@~PROMOCAO DE VENDAS
12557968000100;0~@~1;3329501~@~4754701;COMERCIO VAREJISTA DE MOVEIS~@~SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL
11867774000130;0;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR
11535037000130;0~@~1~@~2;1094500~@~5612100~@~5620104;FABRICACAO DE MASSAS ALIMENTICIAS~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR~@~SERVICOS AMBULANTES DE ALIMENTACAO
12825927000140;0~@~1~@~2;7420001~@~7420002~@~7420004;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS AEREAS E SUBMARINAS~@~ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA~@~FILMAGEM DE FESTAS E EVENTOS
00153252000150;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
14042546000110;0~@~1;4772500~@~4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
14007886000100;0~@~1~@~2;4789002~@~8111700~@~8130300;ATIVIDADES PAISAGISTICAS~@~COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS~@~SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS
15969909000120;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
13996387000120;0~@~1~@~2;5212500~@~7820500~@~8121400;CARGA E DESCARGA~@~LIMPEZA EM PREDIOS E EM DOMICILIOS~@~LOCACAO DE MAODEOBRA TEMPORARIA
00156720000140;0~@~1~@~2~@~3;4520001~@~4520002~@~4520003~@~4520004;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES~@~SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES~@~SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
02809587000100;0;4754701;COMERCIO VAREJISTA DE MOVEIS
02426431000140;0~@~1~@~2;7911200~@~7912100~@~7990200;AGENCIAS DE VIAGENS~@~OPERADORES TURISTICOS~@~SERVICOS DE RESERVAS E OUTROS SERVICOS DE TURISMO NAO ESPECIFICADOS ANTERIORMENTE
15121152000110;0;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
14178252000110;0~@~1~@~2~@~3~@~4;4723700~@~4729699~@~5611201~@~5620102~@~5620104;COMERCIO VAREJISTA DE BEBIDAS~@~COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE~@~FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR~@~RESTAURANTES E SIMILARES~@~SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
00015216000120;0;1821100;SERVICOS DE PREIMPRESSAO
11516683000150;0;4771702;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, COM MANIPULACAO DE FORMULAS
15528584000140;0~@~1;4321500~@~4322301;INSTALACAO E MANUTENCAO ELETRICA~@~INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS
71468029000140;0;4617600;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO
04997784000710;0;7711000;LOCACAO DE AUTOMOVEIS SEM CONDUTOR
11401734000280;0;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
16101187000150;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS
02718069000180;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
06222722000410;0;4646001;COMERCIO ATACADISTA DE COSMETICOS E PRODUTOS DE PERFUMARIA
11248962000180;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
95382800000120;0~@~1~@~2;4771701~@~4771703~@~4772500;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL~@~COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS~@~COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS
04444149000110;0;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
14449040000120;0~@~1;9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE
13855823000140;0~@~1;9602501~@~9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA~@~CABELEIREIROS, MANICURE E PEDICURE
07089680000100;0;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
14446188000100;0~@~1~@~2~@~3~@~4;4713002~@~4755502~@~4781400~@~4782201~@~4789001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS~@~LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
14501364000160;0;4755502;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
69941854000250;0~@~1~@~2~@~3~@~4;1411801~@~1412601~@~1412602~@~4753900~@~9521500;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO~@~CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA~@~CONFECCAO DE ROUPAS INTIMAS~@~CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO
14868081000150;0;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
05530792000120;0;4649407;COMERCIO ATACADISTA DE FILMES, CDS, DVDS, FITAS E DISCOS
16492573000110;0~@~1;4789008~@~7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA~@~COMERCIO VAREJISTA DE ARTIGOS FOTOGRAFICOS E PARA FILMAGEM
09139995000140;0~@~1~@~2;9430800~@~9493600~@~9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE~@~ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS~@~ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE
10872946000100;0~@~1~@~2~@~3~@~4;4755503~@~4781400~@~4783101~@~4783102~@~4789001;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO~@~COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA~@~COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
11380710000100;0;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS
63435218000270;0;5211701;ARMAZENS GERAIS  EMISSAO DE WARRANT
13634760000100;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
08556692000160;0;0151201;CRIACAO DE BOVINOS PARA CORTE
50024033000220;0;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA
16883726000150;0~@~1;5611201~@~5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES~@~RESTAURANTES E SIMILARES
01095558000160;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
02230341000260;0~@~1;0162899~@~9319199;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES ESPORTIVAS NAO ESPECIFICADAS ANTERIORMENTE
04945569000180;0;6190601;PROVEDORES DE ACESSO AS REDES DE COMUNICACOES
01239438000190;0~@~1~@~2~@~3~@~4;6399200~@~7410299~@~7490105~@~7490199~@~8299799;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS~@~ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE~@~OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
12462747000140;0~@~1~@~2~@~3;4755502~@~4781400~@~4782201~@~5612100;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO~@~COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE CALCADOS~@~SERVICOS AMBULANTES DE ALIMENTACAO
16573318000100;0~@~1~@~2~@~3~@~4;4751200~@~4752100~@~4789007~@~6190699~@~9511800;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO~@~COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA~@~OUTRAS ATIVIDADES DE TELECOMUNICACOES NAO ESPECIFICADAS ANTERIORMENTE~@~REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS
16569312000150;0;5320202;SERVICOS DE ENTREGA RAPIDA
16569895000110;0~@~1;0133499~@~0134200;CULTIVO DE CAFE~@~CULTIVO DE FRUTAS DE LAVOURA PERMANENTE NAO ESPECIFICADAS ANTERIORMENTE
79909693000190;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
15695879000100;0~@~1;4618499~@~4619200;OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO ESPECIALIZADO EM PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE~@~REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
10347827000120;0;4763601;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS
00524767000110;0;4723700;COMERCIO VAREJISTA DE BEBIDAS
00911177000140;0~@~1~@~2;7020400~@~8550301~@~8550302;ADMINISTRACAO DE CAIXAS ESCOLARES~@~ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES~@~ATIVIDADES DE CONSULTORIA EM GESTAO EMPRESARIAL, EXCETO CONSULTORIA TECNICA ESPECIFICA
00640172000120;0;6204000;CONSULTORIA EM TECNOLOGIA DA INFORMACAO
00360305151900;0;6423900;CAIXAS ECONOMICAS
08169458000180;0;5612100;SERVICOS AMBULANTES DE ALIMENTACAO
05086844000200;0~@~1;4781400~@~4789001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS~@~COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
08371993000110;0~@~1~@~2~@~3~@~4;7319001~@~7319002~@~7319003~@~7319004~@~7319099;CONSULTORIA EM PUBLICIDADE~@~CRIACAO DE ESTANDES PARA FEIRAS E EXPOSICOES~@~MARKETING DIRETO~@~OUTRAS ATIVIDADES DE PUBLICIDADE NAO ESPECIFICADAS ANTERIORMENTE~@~PROMOCAO DE VENDAS
14655179000120;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
00785319000170;0~@~1~@~2;4723700~@~5611202~@~5611203;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE BEBIDAS~@~LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
02033773000280;0;2829199;FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS
12582507000180;0~@~1~@~2~@~3~@~4;3314712~@~4322302~@~4520003~@~4530703~@~9521500;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES~@~INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO~@~MANUTENCAO E REPARACAO DE TRATORES AGRICOLAS~@~REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO~@~SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES
86725959000100;0;8112500;CONDOMINIOS PREDIAIS
02947154000110;0~@~1;4691500~@~4693100;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS~@~COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS
06183097000100;0;4761003;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
03115001000170;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
02436054000200;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
16617814000100;0~@~1;4330404~@~4399103;OBRAS DE ALVENARIA~@~SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
02811573000120;0;1091101;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL
02278072000120;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
02280921000180;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
90241126000140;0;0161001;SERVICO DE PULVERIZACAO E CONTROLE DE PRAGAS AGRICOLAS
92316199000180;0~@~1~@~2;4712100~@~5611201~@~5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS~@~COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS~@~RESTAURANTES E SIMILARES
08287486000100;0~@~1~@~2;4110700~@~6810201~@~6810202;ALUGUEL DE IMOVEIS PROPRIOS~@~COMPRA E VENDA DE IMOVEIS PROPRIOS~@~INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
10436315000130;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS
62948658001310;0~@~1~@~2;2399199~@~2542000~@~3292201;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS~@~FABRICACAO DE OUTROS PRODUTOS DE MINERAIS NAOMETALICOS NAO ESPECIFICADOS ANTERIORMENTE~@~FABRICACAO DE ROUPAS DE PROTECAO E SEGURANCA E RESISTENTES A FOGO
