cd_cnpj;fl_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;nu_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
18676718007090;0;3/25/2011;LABORATORIO ROJAN S C LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA ESTORIL;207;31255190;SAO FRANCISCO;BELO HORIZONTE;MG;ATIVA;PRIVADO
12530984000100;1;9/8/2010;L R DA SILVA MANUTENCAO ELETRICA INDUSTRIAL ME;2135;EMPRESARIO INDIVIDUAL;RUA GENESIO DA CONCEICAO;100;12441550;MARIETA AZEREDO;PINDAMONHANGABA;SP;ATIVA;PRIVADO
65295024000160;1;4/5/1991;JEREMIAS DE OLIVEIRA ZEFERINO ME;2135;EMPRESARIO INDIVIDUAL;RUA JOAO PEREIRA CARDOSO;108;30670565;BARREIRO DE CIMA;BELO HORIZONTE;MG;ATIVA;PRIVADO
09276567000160;1;11/23/2007;AKI MIDIA CONSULTORIA E SERVICOS DE MARKETING LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;SHN QUADRA 2 BLOCO F;SN;70702000;ASA NORTE;BRASILIA;DF;ATIVA;PRIVADO
12716311000130;1;10/21/2010;BRUNO MENEZES MELLO MEI;2135;EMPRESARIO INDIVIDUAL;RUA FINLANDIA;14;28910260;JARDIM CAICARA;CABO FRIO;RJ;ATIVA;PRIVADO
16509232000100;1;7/17/2012;TATIANE LUCIA GONCALVES MEI;2135;EMPRESARIO INDIVIDUAL;RUA ANHANGUERA;127;13420350;MORUMBI;PIRACICABA;SP;ATIVA;PRIVADO
15845134000180;1;2/24/1987;PEDRO CAMILO DE FREITAS ME;2135;EMPRESARIO INDIVIDUAL;RUA DO CACAU;588;76808762;BELVEDERES;PORTO VELHO;RO;ATIVA;PRIVADO
15674317000180;1;5/25/2012;J F A SERVICOS TECNICOS E GESTAO DE OBRAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR LAURO PIMENTEL;44;13083250;CIDADE UNIVERSITARIA;CAMPINAS;SP;ATIVA;PRIVADO
46044053002400;0;3/16/2006;NORTEL SUPRIMENTOS INDUSTRIAIS SA;2054;SOCIEDADE ANONIMA FECHADA;RODOVIA PA 160;SN;68515000;LOTE RESIDENCIAL CIDADE JARDIM;PARAUAPEBAS;PA;ATIVA;PRIVADO
91988113000100;1;12/30/1987;JORGE LANCHMANN;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA DOUTOR MAIA;508;97511474;CIDADE NOVA;URUGUAIANA;RS;ATIVA;PRIVADO
00655776000140;1;6/7/1995;RENATO CARLOS GONCALVES LAGE ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA AMIR SOARES DE CARVALHO;68;35800000;SAO CRISTOVAO;FERROS;MG;ATIVA;PRIVADO
58462714000100;1;12/28/1987;APARECIDO TARLEY PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA TRES;888;13177444;JARDIM BOM RETIRO;SUMARE;SP;ATIVA;PRIVADO
13094373000110;1;1/11/2011;MARIA DE LOURDES LIMA DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA ETELVINA ALVES DE OLIVEIRA;357;58074082;JOSE AMERICO DE ALMEIDA;JOAO PESSOA;PB;ATIVA;PRIVADO
15212688000140;1;3/16/2012;CLEIDE MARIA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;RUA SANTA MARIA;1492;32240190;SANTA MARIA;CONTAGEM;MG;ATIVA;PRIVADO
15209751000190;1;3/16/2012;PATRICIA DA SILVA VAZ MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOIS;100;76990000;CIDADE ALTA;CHUPINGUAIA;RO;ATIVA;PRIVADO
06235141000170;1;5/10/2004;BERMUDES & BERMUDES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA TANCREDO NEVES;2471;76868970;CENTRO;MACHADINHO D OESTE;RO;ATIVA;PRIVADO
04412342000170;1;5/7/1971;R B ALMEIDA EPP;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL CONRADO NIEMAYER;705;69063550;PETROPOLIS;MANAUS;AM;ATIVA;PRIVADO
11291065000150;1;2/25/1994;FUNDO MUNICIPAL DE SAUDE DE AURILANDIA;1201;FUNDO PUBLICO;RUA CAPITAO JOAO GOMES PORTO;SN;76124970;CENTRO;AURILANDIA;GO;ATIVA;PUBLICO
04766472000100;1;11/5/2001;PRADO & PAULA ENGENHARIA E CONSTRUCOES EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO TRABALHO;509;75904225;SETOR PAUSANES;RIO VERDE;GO;ATIVA;PRIVADO
08199996000460;0;5/15/2012;JBS AVES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BUARQUE DE MACEDO;3620;95780000;IMIGRACAO;MONTENEGRO;RS;ATIVA;PRIVADO
11076940000180;1;8/4/1986;REFRIMONTE REFRIGERACAO MONTESE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA IRMA BAZET;880;60420670;MONTESE;FORTALEZA;CE;BAIXADA;PRIVADO
04080754000150;1;9/27/2000;SANDRA MARIA PEREIRA SILVA RACOES & CIA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA LIBERDADE;1450;74730010;CONJUNTO RIVIERA;GOIANIA;GO;ATIVA;PRIVADO
15688144000150;1;9/27/2011;COMISSAO PROVISORIA DO PARTIDO DOS TRABALHADORES DE JOAQUIM FELICIO PT DE JOAQUIM FELICIO;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA ELOISINA RABELO;143;39240000;SAO JORGE;JOAQUIM FELICIO;MG;ATIVA;PUBLICO
14975436000100;1;2/1/2012;LAUDELINO DE OLIVEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA SEBASTIAO DE ABREU SAMPAIO;968;13575040;VILA BOA VISTA 1;SAO CARLOS;SP;ATIVA;PRIVADO
00263968000100;1;10/25/1994;BELLA & CASIMIRO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CAMPOS SALLES;SN;86720970;CENTRO;SABAUDIA;PR;ATIVA;PRIVADO
04466841000140;1;5/25/2001;MAKIE HATSUTA ME;2135;EMPRESARIO INDIVIDUAL;RUA IVAI;187;86602512;PARQUE IND BANDEIRANTES;ROLANDIA;PR;ATIVA;PRIVADO
03426398000110;1;9/21/1999;MARIA DAS GRACAS SILVA LEITE ME;2135;EMPRESARIO INDIVIDUAL;RUA ADERBAL JUREMA;3;55460000;CENTRO;CUPIRA;PE;ATIVA;PRIVADO
05155203000170;1;7/9/2002;CKL EMPREENDIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SARGENTO OVIDIO;1001;59022090;BARRO VERMELHO;NATAL;RN;ATIVA;PRIVADO
00409178000190;1;1/23/1995;HELLO BABY MODA INFANTIL LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOM PEDRO II;192;07010003;CENTRO;GUARULHOS;SP;BAIXADA;PRIVADO
00595778000190;1;5/5/1995;C V C CONSIGNACAO E COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FRADIQUE COUTINHO;942;05416001;PINHEIROS;SAO PAULO;SP;BAIXADA;PRIVADO
01942414000100;1;6/19/1997;J C SEGURANCA E SERVICOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO MANOEL PONTUAL;56;55500000;CENTRO;ESCADA;PE;BAIXADA;PRIVADO
91734905000140;1;12/1/1987;AURIONE CASTILHOS & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA RS 235;495;95680000;BAIRRO SAO JOSE;CANELA;RS;BAIXADA;PRIVADO
49989569000110;1;6/29/1979;JORGE ANTONIO ROSA;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE CEASA;SN;15035000;DISTR INDUSTRIAL;SAO JOSE DO RIO PRETO;SP;BAIXADA;PRIVADO
56903404000140;1;1/13/1987;LAURA DE OLIVEIRA E SILVA;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;1223;04543011;VILA NOVA CONCEICAO;SAO PAULO;SP;BAIXADA;PRIVADO
00644493000100;1;6/1/1995;REPAINT DO PARANA COM E REP DE TINTAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GOVERNADOR AGAMENON MAGALHAES;803;80050510;CRISTO REI;CURITIBA;PR;BAIXADA;PRIVADO
08419644000120;1;8/30/2006;TORRE FORTE DE CAJURU SEGURANCA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SETE DE SETEMBRO;94;14240000;CENTRO;CAJURU;SP;BAIXADA;PRIVADO
05596947000120;1;4/10/2003;ADAILTON NETO SILVA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA SANTOS DUMONT;250B;48903680;CENTRO;JUAZEIRO;BA;BAIXADA;PRIVADO
01863881000560;0;2/7/2012;DISTRICOMP DISTRIBUIDORA DE INFORMATICA LTDA EM RECUPERACAO JUDICIAL;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA SANTA RITA;28;37540000;CENTRO;SANTA RITA DO SAPUCAI;MG;ATIVA;PRIVADO
04090279000100;1;9/29/2000;TADEU B GENARI ALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE JUVENAL SOARES;57;95500000;PITANGUEIRAS;SANTO ANTONIO DA PATRULHA;RS;BAIXADA;PRIVADO
03045928000180;1;1/14/1999;RENASCENCA SA PARTICIPACOES E INVESTIMENTOS;2054;SOCIEDADE ANONIMA FECHADA;RUA VENCESLAU BRAS;378;85610000;CENTRO;RENASCENCA;PR;BAIXADA;PRIVADO
02976573000180;1;11/16/1998;CANTAREIRA SERRALHERIA COMERCIO E MONTAGEM DE LUMINOSOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA LUIS CARLOS GENTILE DE LAET;1716;02378000;HORTO FLORESTAL;SAO PAULO;SP;BAIXADA;PRIVADO
97533886000170;1;7/12/2011;JOSE FELIPE SILVA DOS SANTOS MEI;2135;EMPRESARIO INDIVIDUAL;RUA QUATRO;893;13181478;VILA SOL NASCENTE;SUMARE;SP;ATIVA;PRIVADO
03038822000150;1;3/15/1999;CRISPAULO COMERCIO DE ROUPAS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ITANHAEM;1007;14075050;VILA CARVALHO;RIBEIRAO PRETO;SP;BAIXADA;PRIVADO
79344362000150;1;6/17/1986;CONFECCOES MAC BRENDLER LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BRUNO JOAO DA SILVA;205;82110370;PILARZINHO;CURITIBA;PR;ATIVA;PRIVADO
10799551000110;1;5/5/2009;ANGELITA PINTO ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ANTONIO OLIMPIO DE MORAIS;462;35500005;CENTRO;DIVINOPOLIS;MG;ATIVA;PRIVADO
15285326000180;1;3/29/2012;GENIVAL JOAO DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA DEPUTADO ULISSES GUIMARAES;421;56313015;COSME E DAMIAO;PETROLINA;PE;ATIVA;PRIVADO
06224480000150;1;4/17/2004;E A SOUSA CORRETAGEM;2135;EMPRESARIO INDIVIDUAL;RUA 5;;72870420;PARQUE SAO BERNARDO;VALPARAISO DE GOIAS;GO;ATIVA;PRIVADO
06224335000170;1;4/8/2004;VOLPE SERVICOS DE DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA COJUBA;154;04533040;ITAIM BIBI;SAO PAULO;SP;ATIVA;PRIVADO
02283758000100;1;11/25/1997;DEPOSITO DE AREIA NOVA PRATA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RODOVIA BR 116;;93270000;NOVO ESTEIO;ESTEIO;RS;ATIVA;PRIVADO
05972661000100;1;11/6/2003;V M CARNEIRO TRANSPORTE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FIRMO DIAS DE OLIVEIRA;20;36760000;CENTRO;LARANJAL;MG;ATIVA;PRIVADO
06121584000130;1;2/17/2004;CONSELHO DA CRECHE COMUNITARIA CANTINHO DA IMAGINACAO;3999;ASSOCIACAO PRIVADA;RUA MARIA FAVARETTO;150E;89810752;TREVO;CHAPECO;SC;ATIVA;PRIVADO
02117243000130;1;9/16/1997;ALDECI SOUZA DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;PRACA ABRANTES;465;42805200;CENTRO;CAMACARI;BA;ATIVA;PRIVADO
16618320000140;1;8/1/2012;MARIA DA CONSOLACAO DE SOUZA MEI;2135;EMPRESARIO INDIVIDUAL;RUA DA CONCEICAO;512;33125110;SAO BENEDITO;SANTA LUZIA;MG;ATIVA;PRIVADO
02564927000180;1;5/7/1998;CONDOMINIO DO EDIFICIO PORTO DAS ROCHAS;3085;CONDOMINIO EDILICIO;AVENIDA BOA VIAGEM;2574;51020000;BOA VIAGEM;RECIFE;PE;ATIVA;PRIVADO
54823703000220;0;7/24/1986;DICOMA DISTR E COM DE MATERIAIS DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;LOCALIDADE RODOVIA RAPOSO TAVARES;SN;18240000;ZONA RURAL;ANGATUBA;SP;ATIVA;PRIVADO
07301916000120;1;3/15/2005;ASSOCIACAO COMUNITARIA DO POVOADO PROGRESSO II;3999;ASSOCIACAO PRIVADA;SEGUNDO TRAVESSAO;5;49220000;ZONA RURAL;ARAUA;SE;ATIVA;PRIVADO
05969202000160;1;11/3/2003;EUSEBIO DONIZETE FERNANDES ME;2135;EMPRESARIO INDIVIDUAL;RUA APARECIDA HELENA FERRACINI DA COSTA;4011;14403245;ESPLANADA PRIMO MENEGHETI;FRANCA;SP;ATIVA;PRIVADO
00941253000160;1;11/27/1995;CEDAC CENTRO DE EST PARA DIAG EM ANAT PAT E CITOL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ILHEUS;25;41940570;RIO VERMELHO;SALVADOR;BA;ATIVA;PRIVADO
06319814000170;1;5/21/2004;ANA GONCALVES DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA PEDRO AMERICO;1;58900000;CENTRO;CAJAZEIRAS;PB;ATIVA;PRIVADO
26931204000130;1;3/6/1991;COLEMAR PEREIRA DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA PRESIDENTE LINCOLN;498;74353280;JARDIM PRESIDENTE;GOIANIA;GO;ATIVA;PRIVADO
12977413000100;1;12/7/2010;A M DE RESENDE JUNIOR ME;2135;EMPRESARIO INDIVIDUAL;RUA MARCOLINO SILVA;142;36771528;TAQUARA PRETA;CATAGUASES;MG;ATIVA;PRIVADO
82566472000170;1;6/14/1991;ROBSOM VITORIO VIECILI ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA IGUACU;868;85685970;CENTRO;NOVA PRATA DO IGUACU;PR;ATIVA;PRIVADO
05145887000120;1;6/24/2002;SOCIEDADE EDUCACIONAL INDEPENDENCIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA INDEPENDENCIA;343;90035070;INDEPENDENCIA;PORTO ALEGRE;RS;ATIVA;PRIVADO
11038038000170;1;7/22/2009;ELIEL V DE SALES E CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PRESIDENTE BERNARDES;164;85802140;VILA TOLENTINO;CASCAVEL;PR;ATIVA;PRIVADO
07429818001650;0;4/4/2008;ACTUM INDUSTRIA E COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOUTOR JOAO SANTOS FILHO;255;52060904;PARNAMIRIM;RECIFE;PE;ATIVA;PRIVADO
15815575000130;1;9/2/2011;COMISSAO PROVISORIA PARTIDO POPULAR SOCIALISTA PPS;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA TOMAZ GONZAGA;906;99220970;CENTRO;DOIS LAJEADOS;RS;ATIVA;PUBLICO
15808857000100;1;6/20/2012;CONSTRUTOP CONSTRUCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE BORDIM;84;83020140;PEDRO MORO;SAO JOSE DOS PINHAIS;PR;ATIVA;PRIVADO
54982475000150;1;9/28/1985;ANTONIO ARCANJO LOPES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA OTTO RIBEIRO;3113;19800300;V SAN FERNANDO;ASSIS;SP;ATIVA;PRIVADO
12756685000180;1;10/26/2010;NILZA DA SILVA NOGUEIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VICENTE DE PAULO PEREIRA;170;13212423;FAZENDA GRANDE;JUNDIAI;SP;ATIVA;PRIVADO
11550942000160;1;2/11/2010;MARUZAN DIAS BRAGA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JK;161;68537000;CENTRO;CANAA DOS CARAJAS;PA;ATIVA;PRIVADO
08658293000100;1;2/14/2007;GIVERNY COMERCIO DE CONFECCOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORONEL LINHARES;1421;60170241;DIONISIO TORRES;FORTALEZA;CE;ATIVA;PRIVADO
05391523000120;1;11/7/2002;REISIMAR C DE OLIVEIRA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA JOSE DO PATROCINIO MILHOMEM;5;65943000;VILA VIANA;FORMOSA DA SERRA NEGRA;MA;ATIVA;PRIVADO
12680086000120;1;9/11/2009;UNIDADE EXECUTORA MENINO JESUS;3999;ASSOCIACAO PRIVADA;RUA PRINCIPAL;SN;65395000;P A N SRA APARECIDA Z RURAL;BOM JESUS DAS SELVAS;MA;ATIVA;PRIVADO
26988733000170;1;4/10/1991;CONDOMINIO DO BLOCO I DA SQS 306;3085;CONDOMINIO EDILICIO;SQ BLOCO I;;70353500;ASA SUL;BRASILIA;DF;ATIVA;PRIVADO
08593661000180;1;1/16/2007;SERVOS SERVICOS AUXILIARES PARA LABORATORIOS LTDA ME;2240;SOCIEDADE SIMPLES LIMITADA;RUA CONDE DE ARARUAMA;394;27910640;CENTRO;MACAE;RJ;ATIVA;PRIVADO
10739664000120;1;3/31/2009;AUM ALIMENTOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA GUSTAVO KABITSCHKE;1132;83405000;VILA ALTO DA CRUZ;COLOMBO;PR;ATIVA;PRIVADO
02167584000110;1;10/10/1997;JKM COMERCIO E REPRESENTACOES LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO RAFAEL CONJ RECANTO DAS ILHAS;376A;41250010;SAO MARCOS;SALVADOR;BA;ATIVA;PRIVADO
12418891000180;1;8/20/2010;DESPACHANTE STTIIRMER LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PRESIDENTE NEREU RAMOS;46;89665000;CENTRO;CAPINZAL;SC;ATIVA;PRIVADO
07695186000190;1;11/16/2005;INACIO VIRGINIO NEVES DE BARROS ME;2135;EMPRESARIO INDIVIDUAL;RUA CAMPOS SALES;164;58407450;JOSE PINHEIRO;CAMPINA GRANDE;PB;ATIVA;PRIVADO
13391975000130;1;3/21/2011;GILSON SANTANA DA SILVA MEI;2135;EMPRESARIO INDIVIDUAL;AVENIDA ITAPARK;4043;09350000;JARDIM ITAPARK VELHO;MAUA;SP;ATIVA;PRIVADO
06067045000160;1;10/7/1980;CIPRIANO & FERREIRA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CUSTODIO NUNES;30;63520000;CENTRO;OROS;CE;BAIXADA;PRIVADO
11381238000120;1;12/8/2009;ANTONIO ROBERTO DOMINGOS CONSTRUCAO EPP;2135;EMPRESARIO INDIVIDUAL;RUA TRES CORACOES;1230;37550000;SAO JOAO;POUSO ALEGRE;MG;ATIVA;PRIVADO
05211711000200;0;9/24/2004;MIBEANA CARGAS EXPRESS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA FILINTO MULLER;111B;78110300;CENTRO;VARZEA GRANDE;MT;ATIVA;PRIVADO
89948046000140;1;1/26/1984;PASTELARIA PRACA PAROBE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA PAROBE;SN;91430190;CENTRO;PORTO ALEGRE;RS;ATIVA;PRIVADO
03076578000110;1;4/7/1999;MARGARIDA CLAUDETE RAFAGNIN MEI;2135;EMPRESARIO INDIVIDUAL;RUA DANTE TESSER;316;85520000;CENTRO;VITORINO;PR;ATIVA;PRIVADO
15129968000190;1;9/24/1970;EMPRESA BRASILEIRA DE TERRAPLANAGEM LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CENTENARIO;2883;40155150;CHAME;SALVADOR;BA;ATIVA;PRIVADO
02655749000100;1;7/30/1998;JOSIAS MARCO MARTINS SIGUEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA GERALDO CARNEIRO;1;75780000;SETOR CENTRAL;IPAMERI;GO;ATIVA;PRIVADO
02627210000130;1;7/14/1998;ACOUGUE SAO CARLOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SALOMAO JACOB;5;38190000;PERPETUO SOCORRO;SACRAMENTO;MG;ATIVA;PRIVADO
02084482000130;1;9/1/1997;ODINEIA SUSANA RADAELLI ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA IJUI;165;98600000;CENTRO;TRES PASSOS;RS;ATIVA;PRIVADO
52880507000180;1;8/24/1983;AUTO POSTO CAZZONATTO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CAROLINA FLORENCE;590;13075250;VILA NOVA;CAMPINAS;SP;ATIVA;PRIVADO
01962137000190;1;7/10/1997;IVONETE AMARAL DE MEDEIROS EMPREITEIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA CIPRIANO BARATA;2476;04205002;VILA MONUMENTO;SAO PAULO;SP;ATIVA;PRIVADO
03004658000160;1;3/3/1999;ATLANTA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;TRAVESSA C;1;68926020;VILA MAIA;SANTANA;AP;ATIVA;PRIVADO
12972234000180;1;12/7/2010;PRIME TRAINING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA BARAKAT ISSA BARAKAT;32;31170830;CIDADE NOVA;BELO HORIZONTE;MG;ATIVA;PRIVADO
06204835000140;1;3/8/2004;ESCOLINHA ESPORTE CLUBE TRANSBATISTA;3999;ASSOCIACAO PRIVADA;QUADRA 12 36;;73751120;SETOR NORTE;PLANALTINA;GO;ATIVA;PRIVADO
62603030000140;1;4/5/1990;CHENG IMPORTACAO E EXPORTACAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO LAVAPES;390;01519000;CAMBUCI;SAO PAULO;SP;ATIVA;PRIVADO
10430284000100;1;10/10/2008;SELMAR LOIVO REICHERT EPP;2135;EMPRESARIO INDIVIDUAL;RUA SAO LUIZ;125;89870000;SAO JOSE;PINHALZINHO;SC;ATIVA;PRIVADO
06710883000100;1;11/25/1980;GRUPO TEATRO DE BONECO FANTOCHITO;3999;ASSOCIACAO PRIVADA;RUA GABRIEL FERREIRA;1870;64002971;MACAUBA;TERESINA;PI;ATIVA;PRIVADO
08910631000150;1;6/27/2007;JOSE GIL ROMERO;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SANTO ANTONIO;SN;14784324;ZONA RURAL;BARRETOS;SP;ATIVA;PRIVADO
09193526000100;1;10/18/2007;DINAIR GUIMARAES PINTO MAIA ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO BAWDEN;825;39200000;GOMES CARNEIRO;CORINTO;MG;BAIXADA;PRIVADO
50268374000160;1;9/28/1978;COMERCIO DE ROUPAS BLUES JEANS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TUIUTI;2446;03307005;TATUAPE;SAO PAULO;SP;BAIXADA;PRIVADO
01851669000150;1;5/19/1997;FRANCISCO CARLOS SANTOS SILVA;2135;EMPRESARIO INDIVIDUAL;RUA NOVA DO ROSARIO;13;42809110;GLEBA B;CAMACARI;BA;BAIXADA;PRIVADO
04639209000150;1;5/6/1980;DANIEL BATISTA DE FREITAS;2135;EMPRESARIO INDIVIDUAL;ESTRADA RIBEIRAO;SN;76970000;ESPIGAO D OESTE;PIMENTA BUENO;RO;BAIXADA;PRIVADO
10094243000190;1;7/9/2008;ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PSDC;3999;ASSOCIACAO PRIVADA;AVENIDA ROLANDO LUPO;887;14802460;JARDIM PRIMAVERA;ARARAQUARA;SP;BAIXADA;PRIVADO
02936578000180;1;1/5/1999;VALDIVINO BERNARDINO RAMOS ME;2135;EMPRESARIO INDIVIDUAL;RUA DO COMERCIO S;;76525000;VILA SERTANEJA;UIRAPURU;GO;BAIXADA;PRIVADO
06344398000160;1;6/7/2004;ANTONIO VANDERLEI LIMA & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO GIROL;165;15807000;PARQUE GLORIA I;CATANDUVA;SP;BAIXADA;PRIVADO
02410663000100;1;2/27/1998;DORACI MARQUES DA SILVA REGASSINI ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ALDO LIVORATI;370;15600000;COHAB CRIS I;FERNANDOPOLIS;SP;BAIXADA;PRIVADO
01948804000180;1;5/9/1997;BELL CONTABILIDADE E ADMINISTRACAO DE PESSOAL LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA BARBOSA DA SILVA;29;20960080;RIACHUELO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
57498412000110;1;8/26/1966;FREIOS GOTS AUTO PARTES SA;2054;SOCIEDADE ANONIMA FECHADA;RUA LEONARDO DA VINCI;264;09111170;JARDIM STETEL;SANTO ANDRE;SP;BAIXADA;PRIVADO
35903814000110;1;11/7/1989;SAGRES TRADING SA;2054;SOCIEDADE ANONIMA FECHADA;RUA MIGUEL CALMON;398;40015010;COMERCIO;SALVADOR;BA;BAIXADA;PRIVADO
04104324000120;1;9/22/2000;A D PAIXAO FERREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA JOSE MARIA JACINTHO REBELO;5610;14409267;JARDIM REDENTOR;FRANCA;SP;BAIXADA;PRIVADO
80036445000160;1;5/12/1987;SUPERMERCADO FRANCISCHINI LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CASTRO ALVES;574;87113080;JARDIM PANORAMA;SARANDI;PR;BAIXADA;PRIVADO
05666553000100;1;5/27/2003;R E GONCALVES REPRESENTACOES ME;2135;EMPRESARIO INDIVIDUAL;RUA DOS COSTA PEREIRA;8;78200000;COHAB NOVA;CACERES;MT;BAIXADA;PRIVADO
81033524000180;1;9/20/1988;ACIOMAR CONSTRUCOES LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA ARI ROLIM COSTA;150;81310415;FAZENDINHA;CURITIBA;PR;BAIXADA;PRIVADO
73600231000100;1;10/29/1993;M V DE ALMEIDA ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ALBERTO CRAVEIRO;786;60000000;DIAS MACEDO;FORTALEZA;CE;BAIXADA;PRIVADO
15721130000190;1;6/18/2012;DARIO MACHACA PACHURI MEI;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR ALMEIDA NOBRE;220;02543150;VILA CELESTE;SAO PAULO;SP;ATIVA;PRIVADO
05871103000140;1;9/12/2003;PAULO J R SANTOS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ALCINDO CACELA;1392;66040020;NAZARE;BELEM;PA;ATIVA;PRIVADO
